Sec,NanoSec,0-ref Sec,v_x,v_y,v_z,w_x,w_y,w_z
1633452085,695571899.4,91.55576134,0.141713591,0.138707206,0.026801476,-0.250582574,-0.071057174,-0.020097967
1633452085,795547723.8,91.65573716,0.028768564,0.103734185,0.022220734,-0.348027057,0.077236184,-0.094137357
1633452085,845494270.3,91.70568371,0.187863543,0.153737643,0.037098652,-0.326494339,0.04192833,-0.18176279
1633452085,878780365,91.7389698,0.046320783,0.18180368,0.044583997,-0.352259843,0.180184885,0.039269187
1633452085,912266731.3,91.77245617,0.122428622,0.083303075,0.023262759,-0.322086075,0.103201023,-0.042246863
1633452085,945575714.1,91.80576515,0.123844373,0.146405172,0.041049883,-0.257498747,0.026408565,-0.07018242
1633452085,995588779.4,91.85577822,0.157300438,0.166455179,0.049010259,-0.292647771,-0.110043395,0.045651525
1633452086,62282562.26,91.922472,0.343381399,0.18473721,0.056942882,-0.35085884,-0.365242752,0.254863258
1633452086,112215280.5,91.97240472,0.442866199,0.166735988,0.049152465,-0.246361146,-0.275158091,0.312157411
1633452086,145531654.4,92.00572109,0.408453836,0.115128424,0.032177196,-0.156581478,-0.05763831,-0.024481391
1633452086,178929805.8,92.03911924,0.156040426,0.208182297,0.067707608,-0.238170974,0.074374143,0.100818857
