Sec,NanoSec,0-ref Sec,Latitude,Longitude,Altitude
1632492873,69909202,4.650139332,42.29527037,-83.70959266,232.86
1632492873,119817556,4.700047731,42.29527111,-83.709593,233.114
1632492873,170822544,4.751052856,42.29527111,-83.70959291,233.098
1632492873,219745273,4.799975395,42.2952712,-83.709593,233.133
1632492873,269669042,4.849899292,42.29527075,-83.70959255,233.2
1632492873,319635667,4.899865866,42.29527181,-83.70959303,233.616
1632492873,369563436,4.949793577,42.29527173,-83.70959289,233.577
1632492873,419477285,4.99970746,42.29527171,-83.70959292,233.585
1632492873,469458096,5.049688339,42.29527157,-83.70959284,233.579
1632492873,519325971,5.099556208,42.29527205,-83.70959301,233.758
1632492873,569338246,5.149568558,42.29527205,-83.709593,233.738
1632492873,619271044,5.199501276,42.2952721,-83.70959299,233.744
1632492873,672271771,5.252501965,42.29527203,-83.70959295,233.769
1632492873,719183716,5.299413919,42.29527159,-83.70959278,233.618
1632492873,770162495,5.350392818,42.2952716,-83.70959269,233.599
