Sec,NanoSec,0-ref Sec,X,Y,Z,qX,qY,qZ,qW
1633452001,656653750,7.533638954,0.052824805,0.159175043,0.020549905,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,690358750,7.56734395,0.0528254,0.159174423,0.020549541,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,723606750,7.600592136,0.052825938,0.159173861,0.020549212,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,756769750,7.633754969,0.052826425,0.159173353,0.020548914,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,790132750,7.667118073,0.052826866,0.159172893,0.020548644,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,823644750,7.70062995,0.052827265,0.159172476,0.020548399,0.015777167,-0.023749514,0.000660643,0.99959322
1633452001,890124750,7.767110109,0.052827954,0.159171758,0.020547978,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,157353750,8.034338951,0.052829522,0.159170121,0.020547018,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,190062750,8.067048073,0.052829669,0.159169967,0.020546928,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,223570750,8.100556135,0.052829803,0.159169828,0.020546847,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,256996750,8.133981943,0.052829924,0.159169702,0.020546773,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,290271750,8.167257071,0.052830033,0.159169588,0.020546706,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,323728750,8.200714111,0.052830132,0.159169485,0.020546645,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,357516750,8.234502077,0.052830222,0.159169391,0.02054659,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,390258750,8.267244101,0.052830303,0.159169306,0.020546541,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,423490750,8.300476074,0.052830376,0.15916923,0.020546496,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,457156750,8.33414197,0.052830443,0.15916916,0.020546455,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,490214750,8.367200136,0.052830503,0.159169098,0.020546418,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,524182750,8.401168108,0.052830557,0.159169041,0.020546385,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,557055750,8.434041023,0.052830607,0.159168989,0.020546355,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,590391750,8.467376947,0.052830651,0.159168943,0.020546327,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,657104750,8.534090042,0.052830728,0.159168863,0.02054628,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,690274750,8.567260027,0.052830762,0.159168828,0.02054626,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,723526750,8.600512028,0.052830791,0.159168797,0.020546242,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,823562750,8.700548172,0.052830843,0.159168743,0.02054621,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,856936750,8.733922005,0.052830865,0.15916872,0.020546196,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,890369750,8.767354965,0.052830886,0.159168699,0.020546184,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,923600750,8.800585985,0.052830904,0.15916868,0.020546173,0.015777167,-0.023749514,0.000660643,0.99959322
1633452002,990442750,8.867428064,0.05283092,0.159168662,0.020546163,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,57152750,8.93413806,0.052830935,0.159168647,0.020546154,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,90393750,8.967379093,0.052830949,0.159168633,0.020546145,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,124167750,9.001152992,0.052830961,0.15916862,0.020546138,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,190330750,9.067316055,0.052830982,0.159168598,0.020546125,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,224212750,9.101197958,0.052830991,0.159168588,0.020546119,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,323772750,9.20075798,0.052831007,0.159168572,0.02054611,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,356876750,9.233862162,0.052831013,0.159168565,0.020546106,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,390297750,9.267282963,0.05283102,0.159168559,0.020546102,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,423699750,9.300685167,0.052831025,0.159168553,0.020546099,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,456956750,9.333942175,0.05283103,0.159168548,0.020546096,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,490288750,9.367274046,0.052831035,0.159168543,0.020546093,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,523673750,9.400659084,0.052831039,0.159168539,0.02054609,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,556993750,9.433979034,0.052831042,0.159168535,0.020546088,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,590301750,9.467287064,0.052831046,0.159168531,0.020546086,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,623827750,9.500813007,0.052831049,0.159168528,0.020546084,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,723773750,9.600759029,0.052831054,0.159168523,0.020546081,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,790291750,9.667277098,0.052831056,0.159168521,0.02054608,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,823771750,9.700757027,0.052831058,0.159168518,0.020546078,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,857054750,9.734040022,0.05283106,0.159168516,0.020546077,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,890518750,9.767503977,0.052831062,0.159168515,0.020546076,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,923753750,9.80073905,0.052831063,0.159168513,0.020546075,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,957288750,9.834274054,0.052831065,0.159168512,0.020546074,0.015777167,-0.023749514,0.000660643,0.99959322
1633452003,990368750,9.867354155,0.052831066,0.15916851,0.020546074,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,23884750,9.900870085,0.052831067,0.159168509,0.020546073,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,58119750,9.935105085,0.052831068,0.159168508,0.020546072,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,123768750,10.00075412,0.05283107,0.159168506,0.020546071,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,157228750,10.03421402,0.05283107,0.159168506,0.020546071,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,190365750,10.0673511,0.052831071,0.159168505,0.02054607,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,357199750,10.23418498,0.052831074,0.159168502,0.020546069,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,390384750,10.26736999,0.052831074,0.159168502,0.020546069,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,423819750,10.30080509,0.052831074,0.159168501,0.020546068,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,457098750,10.33408403,0.052831075,0.159168501,0.020546068,0.015777167,-0.023749514,0.000660643,0.99959322
1633452004,490472750,10.36745811,0.052831075,0.159168501,0.020546068,0.015777167,-0.023749514,0.000660643,0.99959322
